customer_id,customer_city,occupation,income_bucket,joining_date,customer_tenure_months,primary_card_type,preferred_rewards_category,avg_monthly_spend,spend_segment
CUST0006886,Bhopal,Salaried,15L-30L,2022-02-28,53.0,Consumer,General/cashback,77940.55,Very High
CUST0006887,Surat,Salaried,7L-15L,2022-01-29,54.0,Consumer,General/cashback,5001.55,Medium
CUST0006888,Chennai,Business Owner,7L-15L,2021-10-14,58.0,Consumer,Health,13678.560000000001,Medium
CUST0006889,Indore,Salaried,7L-15L,2019-08-31,83.0,Consumer,General/cashback,19795.765,Medium
CUST0006890,Bengaluru,Salaried,15L-30L,2019-03-08,89.0,Consumer,Shopping,21755.031666666666,High
CUST0006891,Agra,Salaried,<3L,2021-11-09,57.0,Consumer,Shopping,11425.05,Medium
CUST0006892,Delhi,Government Employee,7L-15L,2022-01-28,54.0,Consumer,Travel,2851.442,Low
CUST0006893,Visakhapatnam,Business Owner,15L-30L,2022-01-01,55.0,Consumer,General/cashback,12760.827142857142,Medium
CUST0006894,Ahmedabad,Self-employed,7L-15L,2021-08-10,60.0,Consumer,General/cashback,16328.094285714285,Medium
CUST0006895,Kolkata,Self-employed,3L-7L,2022-08-22,47.0,Consumer,Health,4906.276,Low
CUST0006896,Ahmedabad,Student,15L-30L,2022-09-02,47.0,Consumer,Dining,30440.096666666665,High
CUST0006897,Bengaluru,Salaried,15L-30L,2021-09-15,59.0,Consumer,Fuel,20717.014,High
CUST0006898,Kolkata,Salaried,7L-15L,2019-08-24,83.0,Consumer,Fuel,16311.385000000002,Medium
CUST0006899,Coimbatore,Government Employee,3L-7L,2022-09-24,46.0,Consumer,Dining,2609.7383333333332,Low
CUST0006900,Bhopal,Self-employed,3L-7L,2021-11-02,57.0,Corporate,Health,15631.771666666667,Medium
CUST0006901,Bengaluru,Student,30L+,2022-11-17,45.0,Corporate,Fuel,115472.50166666665,Very High
CUST0006902,Kochi,Business Owner,3L-7L,2021-07-27,60.0,Corporate,Shopping,10245.793333333335,Medium
CUST0006903,Visakhapatnam,Freelancer,15L-30L,2023-10-02,34.0,Consumer,Fuel,44791.468571428566,High
CUST0006904,Coimbatore,Business Owner,7L-15L,2021-07-04,61.0,Commercial,Shopping,32326.27,High
CUST0006905,Kolkata,Salaried,30L+,2020-04-07,76.0,Corporate,Travel,101745.30500000001,Very High
CUST0006906,Mumbai,Retired,30L+,2020-06-01,74.0,Commercial,Health,96021.44285714287,Very High
CUST0006907,Ranchi,Self-employed,15L-30L,2020-09-13,71.0,Consumer,Health,42195.511666666665,High
CUST0006908,Pune,Salaried,15L-30L,2021-03-20,65.0,Consumer,Shopping,40416.633333333324,High
CUST0006909,Pune,Salaried,7L-15L,2020-11-05,69.0,Consumer,General/cashback,16260.253333333334,Medium
CUST0006910,Chandigarh,Salaried,3L-7L,2021-11-05,57.0,Commercial,Shopping,9482.216,Medium
CUST0006911,Hyderabad,Salaried,7L-15L,2018-11-08,93.0,Commercial,General/cashback,6391.611666666667,Medium
CUST0006912,Coimbatore,Salaried,7L-15L,2020-07-18,73.0,Consumer,Fuel,17493.586000000003,Medium
CUST0006913,Visakhapatnam,Salaried,7L-15L,2022-08-30,47.0,Consumer,Fuel,6023.574285714286,Medium
CUST0006914,Indore,Government Employee,7L-15L,2020-08-25,71.0,Consumer,Dining,5838.698333333334,Medium
CUST0006915,Dehradun,Business Owner,<3L,2022-06-30,49.0,Commercial,Dining,18843.864,Medium
CUST0006916,Madurai,Salaried,7L-15L,2020-03-20,77.0,Consumer,Dining,14307.575000000003,Medium
CUST0006917,Patna,Salaried,<3L,2022-04-17,52.0,Commercial,Fuel,2234.896,Low
CUST0006918,Visakhapatnam,Freelancer,3L-7L,2021-08-22,59.0,Consumer,Dining,8975.62,Medium
CUST0006919,Hyderabad,Freelancer,7L-15L,2021-01-05,67.0,Consumer,General/cashback,4570.126,Low
CUST0006920,Dehradun,Salaried,3L-7L,2018-08-14,96.0,Consumer,Shopping,4469.3533333333335,Low
CUST0006921,Patna,Student,15L-30L,2021-03-18,65.0,Consumer,General/cashback,46370.26142857143,High
CUST0006922,Jaipur,Salaried,7L-15L,2021-01-06,67.0,Consumer,Shopping,6924.866666666668,Medium
CUST0006923,Pune,Salaried,15L-30L,2019-01-07,91.0,Consumer,Travel,30665.228333333333,High
CUST0006924,Delhi,Salaried,7L-15L,2019-09-13,83.0,Consumer,Shopping,12868.79166666667,Medium
CUST0006925,Lucknow,Student,3L-7L,2024-03-22,28.0,Consumer,Fuel,3665.4166666666665,Low
CUST0006926,Nagpur,Government Employee,7L-15L,2021-08-30,59.0,Consumer,Travel,8898.385714285714,Medium
CUST0006927,Pune,Business Owner,3L-7L,2020-04-07,76.0,Commercial,Travel,4069.5683333333327,Low
CUST0006928,Pune,Self-employed,15L-30L,2022-06-05,50.0,Consumer,Shopping,37352.38833333333,High
CUST0006929,Lucknow,Salaried,30L+,2022-12-26,43.0,Consumer,Travel,60820.208571428564,Very High
CUST0006930,Mumbai,Salaried,7L-15L,2021-04-26,63.0,Consumer,Fuel,12086.678333333331,Medium
CUST0006931,Jaipur,Salaried,7L-15L,2023-05-24,38.0,Consumer,General/cashback,12685.908333333335,Medium
CUST0006932,Chennai,Government Employee,7L-15L,2021-01-02,67.0,Consumer,Shopping,21875.894000000004,High
CUST0006933,Delhi,Business Owner,7L-15L,2020-06-21,74.0,Corporate,Travel,27088.251666666667,High
CUST0006934,Mumbai,Self-employed,7L-15L,2022-08-05,48.0,Commercial,General/cashback,11514.165,Medium
CUST0006935,Visakhapatnam,Student,7L-15L,2020-08-17,72.0,Consumer,Fuel,15432.018333333333,Medium
CUST0006936,Visakhapatnam,Salaried,30L+,2019-12-16,80.0,Consumer,Travel,95874.32833333335,Very High
CUST0006937,Delhi,Salaried,7L-15L,2022-10-02,46.0,Consumer,Fuel,4323.763333333333,Low
CUST0006938,Bengaluru,Salaried,15L-30L,2021-11-21,57.0,Consumer,Shopping,44211.39142857143,High
CUST0006939,Kolkata,Student,7L-15L,2020-12-06,68.0,Consumer,Shopping,15444.778333333335,Medium
CUST0006940,Bengaluru,Salaried,7L-15L,2020-07-06,73.0,Consumer,General/cashback,13670.408,Medium
CUST0006941,Indore,Salaried,7L-15L,2020-10-14,70.0,Consumer,Health,34947.386666666665,High
CUST0006942,Mumbai,Salaried,15L-30L,2022-09-18,47.0,Consumer,Travel,25953.214285714286,High
CUST0006943,Jaipur,Student,7L-15L,2023-08-23,35.0,Commercial,General/cashback,12235.311666666668,Medium
CUST0006944,Pune,Salaried,30L+,2021-07-21,61.0,Commercial,Dining,94678.50333333334,Very High
CUST0006945,Kolkata,Business Owner,3L-7L,2022-08-23,47.0,Corporate,Travel,1373.284,Low
CUST0006946,Pune,Government Employee,7L-15L,2022-05-02,51.0,Consumer,Dining,12892.128,Medium
CUST0006947,Bengaluru,Business Owner,7L-15L,2019-09-12,83.0,Corporate,Travel,3956.17,Low
CUST0006948,Hyderabad,Salaried,15L-30L,2021-12-10,56.0,Consumer,General/cashback,21726.405,High
CUST0006949,Mumbai,Salaried,3L-7L,2019-01-10,91.0,Consumer,General/cashback,11379.51,Medium
CUST0006950,Delhi,Salaried,3L-7L,2020-06-02,74.0,Consumer,Dining,13503.12,Medium
CUST0006951,Mysuru,Government Employee,7L-15L,2023-06-07,38.0,Consumer,General/cashback,9546.744,Medium
CUST0006952,Hyderabad,Student,7L-15L,2023-06-30,37.0,Consumer,Health,12501.176666666666,Medium
CUST0006953,Pune,Salaried,15L-30L,2020-06-30,73.0,Consumer,Travel,38781.810000000005,High
CUST0006954,Delhi,Salaried,30L+,2022-12-19,44.0,Consumer,Travel,138775.49166666667,Very High
CUST0006955,Chandigarh,Salaried,7L-15L,2018-11-21,93.0,Consumer,General/cashback,21944.48,High
CUST0006956,Patna,Self-employed,3L-7L,2022-04-16,52.0,Consumer,Shopping,6280.415714285714,Medium
CUST0006957,Bhopal,Salaried,30L+,2024-03-24,28.0,Corporate,Travel,97853.95,Very High
CUST0006958,Surat,Student,7L-15L,2022-10-21,46.0,Consumer,Dining,29163.316,High
CUST0006959,Bhopal,Self-employed,3L-7L,2019-05-30,86.0,Commercial,Fuel,5807.718333333333,Medium
CUST0006960,Pune,Salaried,15L-30L,2023-05-22,38.0,Consumer,Travel,45302.82571428571,High
CUST0006961,Visakhapatnam,Retired,7L-15L,2021-09-23,58.0,Consumer,Shopping,23985.155,High
CUST0006962,Bhopal,Retired,15L-30L,2019-08-03,84.0,Consumer,Dining,40207.211428571434,High
CUST0006963,Mumbai,Salaried,7L-15L,2019-04-12,88.0,Consumer,Dining,20627.616666666665,High
CUST0006964,Kolkata,Government Employee,3L-7L,2023-06-17,38.0,Consumer,Dining,4448.076666666667,Low
CUST0006965,Hyderabad,Self-employed,15L-30L,2019-10-02,82.0,Commercial,Travel,42238.74333333333,High
CUST0006966,Pune,Business Owner,<3L,2020-08-15,72.0,Commercial,General/cashback,2347.258,Low
CUST0006967,Coimbatore,Self-employed,15L-30L,2023-03-31,40.0,Consumer,Health,43625.32666666666,High
CUST0006968,Mumbai,Government Employee,15L-30L,2021-10-01,58.0,Commercial,Fuel,30684.542000000005,High
CUST0006969,Indore,Business Owner,30L+,2023-09-04,35.0,Commercial,Travel,63367.61666666667,Very High
CUST0006970,Madurai,Salaried,<3L,2023-06-14,38.0,Consumer,Shopping,4888.943333333333,Low
CUST0006971,Kolkata,Freelancer,7L-15L,2019-02-23,89.0,Commercial,Dining,26223.344,High
CUST0006972,Pune,Salaried,3L-7L,2022-08-31,47.0,Consumer,Fuel,14414.446666666665,Medium
CUST0006973,Surat,Salaried,3L-7L,2022-05-12,51.0,Consumer,Shopping,14174.48,Medium
CUST0006974,Bhopal,Salaried,3L-7L,2023-10-09,34.0,Corporate,Fuel,3662.1575000000003,Low
CUST0006975,Hyderabad,Business Owner,7L-15L,2022-04-26,51.0,Commercial,Dining,31657.365,High
CUST0006976,Hyderabad,Business Owner,7L-15L,2023-11-07,33.0,Consumer,Shopping,5027.058,Medium
CUST0006977,Surat,Self-employed,30L+,2019-09-22,82.0,Corporate,General/cashback,81593.95428571428,Very High
CUST0006978,Ranchi,Self-employed,3L-7L,2022-04-18,52.0,Consumer,General/cashback,30871.089999999997,High
CUST0006979,Chennai,Salaried,7L-15L,2018-08-22,95.0,Consumer,General/cashback,4924.218333333333,Low
CUST0006980,Pune,Student,15L-30L,2019-12-14,80.0,Consumer,Travel,41982.79333333333,High
CUST0006981,Madurai,Salaried,3L-7L,2019-07-07,85.0,Consumer,General/cashback,5957.2519999999995,Medium
CUST0006982,Bengaluru,Salaried,15L-30L,2022-01-24,54.0,Commercial,Shopping,24709.103750000002,High
CUST0006983,Delhi,Government Employee,15L-30L,2018-10-25,93.0,Consumer,Fuel,68706.21833333334,Very High
CUST0006984,Lucknow,Government Employee,7L-15L,2021-01-20,67.0,Consumer,General/cashback,20063.090000000004,High
CUST0006985,Mumbai,Salaried,15L-30L,2023-08-18,36.0,Commercial,Travel,22736.265,High
CUST0006986,Bengaluru,Self-employed,15L-30L,2023-08-30,35.0,Commercial,Health,40406.202000000005,High
CUST0006987,Surat,Government Employee,30L+,2018-12-10,92.0,Corporate,Shopping,114270.11666666665,Very High
CUST0006988,Kochi,Salaried,<3L,2019-03-17,89.0,Consumer,Shopping,6676.18,Medium
CUST0006989,Ahmedabad,Student,7L-15L,2020-10-15,70.0,Consumer,Shopping,25569.206666666665,High
CUST0006990,Pune,Salaried,15L-30L,2022-06-19,50.0,Consumer,Shopping,60750.88166666666,Very High
CUST0006991,Lucknow,Self-employed,<3L,2020-05-29,74.0,Consumer,Shopping,2506.98,Low
CUST0006992,Kochi,Salaried,7L-15L,2023-04-20,40.0,Commercial,Fuel,12115.711666666664,Medium
CUST0006993,Bhopal,Salaried,7L-15L,2019-04-28,87.0,Consumer,Travel,14315.798333333334,Medium
CUST0006994,Bhopal,Salaried,3L-7L,2022-04-30,51.0,Commercial,Travel,7877.425,Medium
CUST0006995,Kochi,Salaried,3L-7L,2022-01-30,54.0,Consumer,General/cashback,10649.52,Medium
CUST0006996,Agra,Retired,7L-15L,2018-09-07,95.0,Consumer,Shopping,8712.438571428573,Medium
CUST0006997,Ahmedabad,Self-employed,<3L,2019-05-01,87.0,Consumer,Fuel,24470.122499999998,High
CUST0006998,Delhi,Salaried,3L-7L,2020-09-10,71.0,Consumer,Shopping,13757.316,Medium
CUST0006999,Bhubaneswar,Self-employed,7L-15L,2023-11-09,33.0,Consumer,Fuel,4816.383333333332,Low
CUST0007000,Agra,Salaried,7L-15L,2023-09-14,35.0,Consumer,Shopping,9424.24,Medium
CUST0007001,Chennai,Retired,7L-15L,2021-04-14,64.0,Commercial,Dining,2753.69,Low
CUST0007002,Mumbai,Self-employed,7L-15L,2023-06-18,38.0,Consumer,Dining,17115.13333333333,Medium
CUST0007003,Surat,Salaried,<3L,2022-11-18,45.0,Commercial,Travel,48104.93,High
CUST0007004,Kolkata,Business Owner,15L-30L,2019-11-28,80.0,Commercial,Travel,17681.45714285714,Medium
CUST0007005,Chandigarh,Self-employed,3L-7L,2022-07-29,48.0,Commercial,Dining,5654.468333333333,Medium
CUST0007006,Ahmedabad,Government Employee,15L-30L,2019-06-02,86.0,Consumer,Shopping,24623.315,High
CUST0007007,Delhi,Business Owner,15L-30L,2020-04-10,76.0,Corporate,General/cashback,34720.935000000005,High
CUST0007008,Hyderabad,Salaried,3L-7L,2023-12-06,32.0,Consumer,Health,18398.355,Medium
CUST0007009,Visakhapatnam,Salaried,7L-15L,2024-03-15,29.0,Consumer,Dining,12877.232,Medium
CUST0007010,Mumbai,Self-employed,30L+,2022-09-06,47.0,Commercial,General/cashback,130774.16000000002,Very High
CUST0007011,Indore,Retired,15L-30L,2024-01-12,31.0,Consumer,Travel,21740.14833333333,High
CUST0007012,Chennai,Government Employee,15L-30L,2024-02-20,30.0,Consumer,Fuel,36480.965,High
CUST0007013,Kolkata,Student,3L-7L,2021-06-25,61.0,Corporate,Travel,8948.75,Medium
CUST0007014,Ahmedabad,Freelancer,7L-15L,2023-09-07,35.0,Consumer,General/cashback,13797.638333333334,Medium
CUST0007015,Hyderabad,Retired,15L-30L,2018-07-28,96.0,Corporate,Health,35690.68666666667,High
CUST0007016,Kochi,Salaried,7L-15L,2023-08-09,36.0,Consumer,Shopping,16428.03,Medium
CUST0007017,Nagpur,Business Owner,3L-7L,2019-01-19,91.0,Commercial,Travel,25889.208,High
CUST0007018,Delhi,Self-employed,30L+,2021-10-31,57.0,Corporate,Travel,83726.84666666668,Very High
CUST0007019,Pune,Government Employee,7L-15L,2021-02-02,66.0,Commercial,Travel,12625.724999999999,Medium
CUST0007020,Indore,Student,3L-7L,2024-05-05,27.0,Consumer,General/cashback,8740.183333333334,Medium
CUST0007021,Indore,Freelancer,3L-7L,2019-09-13,83.0,Consumer,Dining,8377.528,Medium
CUST0007022,Jaipur,Government Employee,3L-7L,2020-03-14,77.0,Consumer,Health,12163.735,Medium
CUST0007023,Chandigarh,Government Employee,7L-15L,2021-05-20,63.0,Commercial,General/cashback,12919.891666666668,Medium
CUST0007024,Delhi,Salaried,3L-7L,2022-01-12,55.0,Corporate,General/cashback,1169.8625000000002,Low
CUST0007025,Delhi,Self-employed,7L-15L,2021-05-01,63.0,Consumer,Fuel,27329.993333333332,High
CUST0007026,Kochi,Freelancer,3L-7L,2022-01-17,55.0,Consumer,Shopping,6315.963333333334,Medium
CUST0007027,Nagpur,Business Owner,3L-7L,2019-04-23,87.0,Corporate,Fuel,8900.013333333334,Medium
CUST0007028,Bhopal,Self-employed,<3L,2018-09-24,94.0,Consumer,General/cashback,20108.062000000005,High
CUST0007029,Bengaluru,Self-employed,7L-15L,2021-09-28,58.0,Consumer,Dining,24561.44,High
CUST0007030,Ahmedabad,Salaried,3L-7L,2022-06-17,50.0,Consumer,Shopping,3316.1020000000003,Low
CUST0007031,Kochi,Retired,3L-7L,2019-11-24,80.0,Corporate,Health,11684.865,Medium
CUST0007032,Hyderabad,Freelancer,30L+,2024-03-04,29.0,Corporate,Fuel,35642.293333333335,High
CUST0007033,Ahmedabad,Government Employee,7L-15L,2021-03-08,65.0,Consumer,Travel,13811.643333333332,Medium
CUST0007034,Kochi,Salaried,7L-15L,2022-01-09,55.0,Consumer,General/cashback,12305.463999999998,Medium
CUST0007035,Hyderabad,Salaried,<3L,2021-01-06,67.0,Consumer,Dining,7380.6175,Medium
CUST0007036,Pune,Self-employed,7L-15L,2021-08-28,59.0,Consumer,Travel,4804.718000000001,Low
CUST0007037,Hyderabad,Salaried,3L-7L,2019-12-22,79.0,Corporate,Shopping,2919.3025,Low
CUST0007038,Varanasi,Salaried,3L-7L,2021-08-20,60.0,Consumer,Health,5489.52,Medium
CUST0007039,Hyderabad,Salaried,15L-30L,2023-01-22,42.0,Consumer,Travel,51206.67166666668,High
CUST0007040,Delhi,Salaried,15L-30L,2021-09-04,59.0,Commercial,Travel,40425.261666666665,High
CUST0007041,Mumbai,Salaried,7L-15L,2019-09-10,83.0,Consumer,Fuel,13659.804999999998,Medium
CUST0007042,Mumbai,Freelancer,7L-15L,2022-06-10,50.0,Consumer,Travel,19609.964,Medium
CUST0007043,Bengaluru,Business Owner,15L-30L,2021-10-08,58.0,Consumer,Fuel,17665.61,Medium
CUST0007044,Surat,Self-employed,30L+,2021-03-10,65.0,Consumer,Dining,77433.67833333333,Very High
CUST0007045,Mumbai,Student,3L-7L,2021-04-10,64.0,Consumer,Dining,24728.42333333333,High
CUST0007046,Chennai,Self-employed,<3L,2019-04-09,88.0,Consumer,General/cashback,1096.81,Low
CUST0007047,Mumbai,Government Employee,3L-7L,2018-08-31,95.0,Consumer,Fuel,6859.4075,Medium
CUST0007048,Pune,Salaried,30L+,2022-04-20,52.0,Commercial,Dining,128881.49833333334,Very High
CUST0007049,Mumbai,Salaried,30L+,2020-07-22,72.0,Corporate,Shopping,159520.81333333332,Very High
CUST0007050,Surat,Salaried,3L-7L,2021-04-03,64.0,Consumer,General/cashback,14400.1775,Medium
CUST0007051,Nagpur,Student,<3L,2020-05-09,75.0,Consumer,Shopping,484.6133333333333,Low
CUST0007052,Indore,Retired,15L-30L,2019-05-29,86.0,Consumer,General/cashback,35069.761666666665,High
CUST0007053,Hyderabad,Self-employed,3L-7L,2019-05-28,86.0,Consumer,Dining,9836.094000000001,Medium
CUST0007054,Visakhapatnam,Government Employee,<3L,2022-01-23,54.0,Consumer,Health,4734.54,Low
CUST0007055,Nagpur,Salaried,7L-15L,2018-09-21,95.0,Consumer,General/cashback,24954.365714285716,High
CUST0007056,Mumbai,Business Owner,7L-15L,2023-08-12,36.0,Corporate,Travel,1042.2625,Low
CUST0007057,Kolkata,Salaried,7L-15L,2020-04-01,76.0,Consumer,Shopping,9222.582,Medium
CUST0007058,Chandigarh,Business Owner,7L-15L,2021-11-10,57.0,Corporate,Travel,15004.728,Medium
CUST0007059,Chennai,Salaried,15L-30L,2021-10-19,58.0,Consumer,General/cashback,56425.90166666667,High
CUST0007060,Pune,Business Owner,7L-15L,2021-06-08,62.0,Consumer,Health,17370.7,Medium
CUST0007061,Surat,Student,<3L,2020-06-06,74.0,Consumer,Shopping,5908.61,Medium
CUST0007062,Mumbai,Self-employed,<3L,2019-04-13,88.0,Consumer,Dining,1658.0124999999998,Low
CUST0007063,Dehradun,Salaried,15L-30L,2022-10-01,46.0,Consumer,General/cashback,55682.11,High
CUST0007064,Bengaluru,Self-employed,3L-7L,2019-05-17,87.0,Consumer,Fuel,3387.4733333333334,Low
CUST0007065,Mumbai,Salaried,7L-15L,2019-04-28,87.0,Consumer,Dining,26927.0575,High
CUST0007066,Mumbai,Salaried,3L-7L,2019-11-16,81.0,Commercial,Health,5340.588,Medium
CUST0007067,Pune,Self-employed,3L-7L,2020-04-03,76.0,Consumer,Shopping,6318.246,Medium
CUST0007068,Visakhapatnam,Salaried,7L-15L,2022-02-26,53.0,Consumer,Dining,15542.773333333333,Medium
CUST0007069,Coimbatore,Self-employed,3L-7L,2022-11-24,44.0,Consumer,Health,18610.22,Medium
CUST0007070,Varanasi,Salaried,7L-15L,2022-10-12,46.0,Consumer,Fuel,16896.94,Medium
CUST0007071,Jaipur,Self-employed,3L-7L,2022-01-26,54.0,Commercial,Shopping,2942.4500000000003,Low
CUST0007072,Kolkata,Self-employed,15L-30L,2021-10-22,57.0,Corporate,General/cashback,29818.691666666666,High
CUST0007073,Pune,Salaried,15L-30L,2023-02-23,41.0,Consumer,Dining,29262.7,High
CUST0007074,Mumbai,Salaried,7L-15L,2022-07-12,49.0,Corporate,Dining,10781.098571428569,Medium
CUST0007075,Varanasi,Self-employed,7L-15L,2023-01-04,43.0,Consumer,General/cashback,12918.316666666666,Medium
CUST0007076,Kolkata,Government Employee,30L+,2018-08-16,96.0,Consumer,Travel,96516.94833333332,Very High
CUST0007077,Kolkata,Salaried,3L-7L,2021-05-22,62.0,Consumer,Health,11072.9475,Medium
CUST0007078,Ahmedabad,Salaried,15L-30L,2023-12-02,32.0,Commercial,Health,13943.955,Medium
CUST0007079,Bhopal,Government Employee,7L-15L,2021-07-19,61.0,Commercial,General/cashback,17469.858,Medium
CUST0007080,Hyderabad,Salaried,15L-30L,2021-06-05,62.0,Commercial,Travel,17741.115,Medium
CUST0007081,Indore,Salaried,<3L,2021-10-20,58.0,Consumer,Travel,1813.2379999999998,Low
CUST0007082,Indore,Salaried,<3L,2022-02-23,53.0,Consumer,Dining,2452.76,Low
CUST0007083,Coimbatore,Student,3L-7L,2021-04-03,64.0,Commercial,Health,3034.415,Low
CUST0007084,Mumbai,Self-employed,3L-7L,2019-11-07,81.0,Consumer,Health,7631.753333333333,Medium
CUST0007085,Bengaluru,Salaried,7L-15L,2020-01-18,79.0,Consumer,General/cashback,15366.164999999999,Medium
CUST0007086,Kolkata,Self-employed,30L+,2020-11-21,69.0,Commercial,Travel,92508.98375000001,Very High
CUST0007087,Coimbatore,Salaried,3L-7L,2020-02-04,78.0,Commercial,Health,4392.750000000001,Low
CUST0007088,Dehradun,Salaried,3L-7L,2024-01-24,30.0,Commercial,General/cashback,10503.066,Medium
CUST0007089,Lucknow,Student,3L-7L,2024-02-10,30.0,Consumer,General/cashback,5341.7775,Medium
CUST0007090,Bengaluru,Self-employed,7L-15L,2020-06-08,74.0,Consumer,Travel,3897.4260000000004,Low
CUST0007091,Bengaluru,Business Owner,15L-30L,2022-01-16,55.0,Consumer,General/cashback,33609.82666666667,High
CUST0007092,Kochi,Government Employee,15L-30L,2021-07-03,61.0,Consumer,General/cashback,29953.368,High
CUST0007093,Bengaluru,Salaried,7L-15L,2019-08-12,84.0,Commercial,Dining,10051.775,Medium
CUST0007094,Jaipur,Business Owner,3L-7L,2020-10-09,70.0,Commercial,Shopping,3566.178,Low
CUST0007095,Coimbatore,Salaried,3L-7L,2021-01-27,66.0,Commercial,Dining,4097.014,Low
CUST0007096,Pune,Freelancer,30L+,2023-11-17,33.0,Corporate,Shopping,67421.92142857143,Very High
CUST0007097,Pune,Self-employed,7L-15L,2018-10-03,94.0,Corporate,Travel,9907.986666666666,Medium
CUST0007098,Mumbai,Self-employed,7L-15L,2021-05-27,62.0,Consumer,Travel,18449.416,Medium
CUST0007099,Hyderabad,Salaried,7L-15L,2022-03-28,52.0,Consumer,Fuel,12368.03,Medium
CUST0007100,Nagpur,Salaried,<3L,2021-04-17,64.0,Consumer,Travel,1168.0249999999999,Low
CUST0007101,Pune,Self-employed,7L-15L,2018-09-29,94.0,Consumer,Shopping,15320.225,Medium
CUST0007102,Bengaluru,Salaried,30L+,2023-07-22,36.0,Corporate,General/cashback,74499.51,Very High
CUST0007103,Delhi,Government Employee,3L-7L,2023-09-19,35.0,Consumer,Travel,9210.24,Medium
CUST0007104,Delhi,Retired,3L-7L,2020-10-13,70.0,Consumer,General/cashback,16515.579999999998,Medium
CUST0007105,Kochi,Retired,3L-7L,2019-07-15,85.0,Consumer,Travel,4549.013333333333,Low
CUST0007106,Surat,Self-employed,3L-7L,2019-01-16,91.0,Consumer,Shopping,10733.320000000002,Medium
CUST0007107,Ahmedabad,Salaried,30L+,2019-06-03,86.0,Commercial,General/cashback,94572.02428571429,Very High
CUST0007108,Ahmedabad,Self-employed,7L-15L,2024-04-08,28.0,Commercial,Dining,14121.840000000002,Medium
CUST0007109,Bengaluru,Salaried,30L+,2021-01-07,67.0,Consumer,Travel,106007.21666666667,Very High
CUST0007110,Ahmedabad,Retired,15L-30L,2022-12-03,44.0,Commercial,Shopping,31515.271666666667,High
CUST0007111,Mumbai,Business Owner,15L-30L,2023-08-07,36.0,Commercial,Travel,30381.443333333333,High
CUST0007112,Patna,Salaried,3L-7L,2022-06-22,49.0,Consumer,Travel,6880.224285714286,Medium
CUST0007113,Mumbai,Freelancer,7L-15L,2018-10-06,94.0,Consumer,Travel,18243.280000000002,Medium
CUST0007114,Pune,Salaried,15L-30L,2021-03-14,65.0,Commercial,Health,22026.903333333332,High
CUST0007115,Mumbai,Freelancer,15L-30L,2023-03-21,41.0,Commercial,General/cashback,50909.33714285715,High
CUST0007116,Bhopal,Self-employed,7L-15L,2020-01-16,79.0,Consumer,General/cashback,6257.1466666666665,Medium
CUST0007117,Bengaluru,Government Employee,7L-15L,2018-07-09,97.0,Consumer,Travel,23350.91333333333,High
CUST0007118,Patna,Student,7L-15L,2020-07-05,73.0,Consumer,Shopping,11485.6,Medium
CUST0007119,Mumbai,Salaried,3L-7L,2021-11-21,57.0,Consumer,Fuel,9557.825999999997,Medium
CUST0007120,Coimbatore,Self-employed,7L-15L,2021-09-08,59.0,Commercial,Shopping,2321.82,Low
CUST0007121,Kochi,Salaried,7L-15L,2022-06-16,50.0,Consumer,Travel,7833.485000000001,Medium
CUST0007122,Hyderabad,Government Employee,7L-15L,2018-09-28,94.0,Consumer,Shopping,31114.303333333333,High
CUST0007123,Bengaluru,Self-employed,7L-15L,2022-10-19,46.0,Consumer,Fuel,11947.886666666667,Medium
CUST0007124,Pune,Student,15L-30L,2022-05-25,50.0,Corporate,Dining,20130.648571428577,High
CUST0007125,Coimbatore,Government Employee,15L-30L,2023-11-06,33.0,Commercial,Travel,37356.73,High
CUST0007126,Visakhapatnam,Salaried,3L-7L,2019-10-13,82.0,Consumer,Fuel,9026.94,Medium
CUST0007127,Bengaluru,Salaried,7L-15L,2021-12-12,56.0,Consumer,Shopping,19260.092857142856,Medium
CUST0007128,Chennai,Business Owner,<3L,2019-07-14,85.0,Consumer,Dining,12941.849999999999,Medium
CUST0007129,Hyderabad,Salaried,3L-7L,2023-07-21,37.0,Consumer,Health,4424.102500000001,Low
CUST0007130,Delhi,Salaried,7L-15L,2023-10-27,33.0,Consumer,General/cashback,13462.76,Medium
CUST0007131,Kochi,Self-employed,15L-30L,2021-11-09,57.0,Corporate,Dining,38080.598333333335,High
CUST0007132,Chennai,Self-employed,15L-30L,2024-02-28,29.0,Consumer,Shopping,41215.13428571429,High
CUST0007133,Hyderabad,Self-employed,3L-7L,2020-05-24,74.0,Consumer,General/cashback,12751.439999999999,Medium
CUST0007134,Visakhapatnam,Salaried,15L-30L,2018-08-02,96.0,Consumer,Shopping,53908.18,High
CUST0007135,Chandigarh,Salaried,3L-7L,2018-10-09,94.0,Commercial,General/cashback,1538.2466666666667,Low
CUST0007136,Chandigarh,Salaried,7L-15L,2022-04-19,52.0,Consumer,Travel,14478.971666666666,Medium
CUST0007137,Mumbai,Government Employee,7L-15L,2022-12-18,44.0,Commercial,Shopping,12068.5525,Medium
CUST0007138,Patna,Self-employed,7L-15L,2020-06-19,74.0,Consumer,Dining,31881.876666666663,High
CUST0007139,Lucknow,Self-employed,3L-7L,2023-08-02,36.0,Consumer,Shopping,7511.724,Medium
